Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info on Hospitalizations,Deaths,Info on Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type,Animal Type Specify,Water Status
2009,2,Colorado,Food,,,,Restaurant - Sit-down dining,4,0,4,0,4,,,,,,,,
2009,5,Colorado,Food,Clostridium perfringens,,Suspected,Restaurant - Sit-down dining,5,0,5,0,5,ground beef,ground beef,Beef,,,,,
2009,3,North Carolina,Food,Salmonella enterica,Hadar,Confirmed,Long-term care/nursing home/assisted living facility,10,0,10,0,10,,,,,,,,
2009,5,California,Food,Salmonella enterica,Infantis,Confirmed,Caterer (food prepared off-site from where served),7,0,7,0,7,"vegetable dip, unspecified",,Multiple,,,,,
2009,1,Colorado,Food,Norovirus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",10,1,10,0,10,"pizza, vegetable",mushrooms,Fungi,,,,,
2009,1,Colorado,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,2,0,2,"sandwich, roast beef",,Multiple,,,,,
2009,1,Colorado,Food,Norovirus,,Suspected,Caterer (food prepared off-site from where served),9,0,9,0,9,"sandwich, turkey",,Multiple,,,,,
2009,7,Massachusetts,Food,Salmonella enterica,Javiana,Confirmed,,7,1,5,0,7,,,,,,,,
2009,5,Indiana,Food,Salmonella enterica,Typhimurium,Confirmed,,7,1,6,0,7,,,,,,,,
2009,6,Indiana,Food,,,,Prison/jail,107,0,107,0,107,stew/chili/chowder,,Multiple,,,,,
2009,7,Tennessee,Food,Salmonella enterica; Salmonella enterica,Heidelberg; Infantis,Confirmed; Confirmed,Restaurant - Sit-down dining; Caterer (food prepared off-site from where served),53,7,53,0,53,"pork, bbq",,Multiple,,,,,
2009,6,Colorado,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,32,0,32,0,32,"sandwich, turkey",lettuce; turkey,Multiple,,,,,
2009,6,Kansas,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2009,6,Kansas,Food,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining,13,0,13,0,13,,,,,,,,
2009,6,Nevada,Food,Norovirus unknown,,Confirmed,Banquet Facility (food prepared and served on-site),44,0,44,0,44,,,,,,,,
2009,4,New Hampshire,Food,Salmonella enterica,Enteritidis,Confirmed,Other,45,1,39,0,39,salads,egg,Eggs,,,,,
2009,4,New Hampshire,Food,Salmonella enterica,Enteritidis,Confirmed,Camp,133,5,133,0,133,"pudding, unspecified",,Multiple,,,,,
2009,5,Hawaii,Food,Ciguatoxin,,Confirmed,,6,0,6,0,6,,,,,,,,
2009,7,Kansas,Food,,,,Private home/residence,4,0,4,0,4,"refried beans, unspecified",,Multiple,,,,,
2009,7,Nevada,Food,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining,7,0,7,0,7,"sandwich, club; french fries",,Multiple,,,,,
2009,6,North Dakota,Food,Salmonella enterica,Montevideo,Confirmed,Private home/residence; Banquet Facility (food prepared and served on-site),55,8,55,0,55,,,,,,,,
2009,6,North Dakota,Food,Salmonella enterica,Montevideo,Confirmed,Private home/residence; Banquet Facility (food prepared and served on-site),36,2,34,0,34,taco meat,beef,Beef,,,,,
2009,6,North Dakota,Food,Salmonella enterica,Montevideo,Confirmed,Private home/residence; Banquet Facility (food prepared and served on-site),88,0,84,0,84,roast beef,beef,Beef,,,,,
2009,6,Maine,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,6,1,6,0,6,,,,,,,,
2009,7,New York,Food,,,,Camp,24,0,23,0,23,"turkey and gravy; turkey loaf; potato, mashed",,Multiple,,,,,
2009,6,Connecticut,Food,Cyclospora cayetanensis,,Confirmed,Private home/residence,8,0,8,0,8,blackberries; raspberries,,Fruits,,,,,
2009,3,Oregon,Food,Salmonella enterica,Heidelberg,Confirmed,Restaurant - Sit-down dining; Private home/residence,26,8,26,0,26,chicken,chicken,Chicken,,,,,
2009,5,Oregon,Food,Salmonella enterica,Muenchen,Confirmed,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2009,7,Oregon,Food,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining; Other,31,1,31,0,31,mixed green salad,,Vegetable Row Crops,,,,,
2009,7,Oregon,Food,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,17,0,17,0,17,,,,,,,,
2009,7,Oregon,Food,Norovirus Genogroup II,,Confirmed,Caterer (food prepared off-site from where served),18,0,18,0,18,rolls; watermelon; cheese/roll,"bread; cheese, unspecified",Multiple,,,,,
2009,8,Oregon,Food,Clostridium perfringens,,Suspected,Caterer (food prepared off-site from where served),21,0,21,0,21,chicken burrito,,Multiple,,,,,
2009,5,New York,Food,,,,Restaurant - Sit-down dining,18,2,18,0,18,"zucchini, marinated; zucchini, fried; bruschetta; tomatoes with mozzerella; proscuitto with melon; peppers, red, roasted",,Multiple,,,,,
2009,2,New York,Food,Norovirus,,Confirmed,Restaurant - Sit-down dining,13,1,13,0,13,,,,,,,,
2009,7,New York,Food,,,,Restaurant - Sit-down dining; Banquet Facility (food prepared and served on-site),23,2,23,0,23,"bread, unspecified; ice cream",,Multiple,,,,,
2009,4,New York,Food,Norovirus,,Confirmed,School/college/university,40,0,37,0,37,"deli meat, unspecified; cheese, pre-sliced",,Multiple,,,,,
2009,8,Wisconsin,Food,Norovirus Genogroup II,,Confirmed,Other,24,0,24,0,24,,,,,,,,
2009,6,Michigan,Food,Clostridium perfringens,,Confirmed,Private home/residence,20,0,20,0,20,"pork, unspecified","pork, other",Pork,,,,,
2009,7,Ohio,Food,,,,Caterer (food prepared off-site from where served),36,0,36,0,36,,,,,,,,
2009,6,California,Food,Norovirus Genogroup I,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",19,0,19,0,19,,,,,,,,
2009,6,New Mexico,Food,,,,,12,0,12,0,12,,,,,,,,
2009,7,New Mexico,Food,Salmonella enterica,Javiana,Confirmed,,48,2,48,0,48,,,,,,,,
2009,7,Ohio,Food,Salmonella enterica,Typhimurium,Confirmed,"Fair, festival, other temp or mobile services",2,1,2,0,2,chicken,,Chicken,,,,,
2009,3,Michigan,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,4,1,4,0,4,"lamb; beef, unspecified",,Multiple,,,,,
2009,8,Illinois,Food,,,,Restaurant - Sit-down dining,10,0,10,0,10,crispy chicken salad; grilled chicken salad; chicken salad,tomato; tomato; chicken; melon; tomato,Multiple,,,,,
2009,7,South Carolina,Food,Clostridium perfringens,,Confirmed,Banquet Facility (food prepared and served on-site),50,0,16,0,16,"pork, bbq",,Multiple,,,,,
2009,7,New York,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,2,0,2,0,2,"ground beef, hamburger",ground beef,Beef,,,,,
2009,7,New York,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,2,2,2,0,2,"ground beef, hamburger",ground beef,Beef,,,,,
2009,7,New York,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,3,1,3,0,3,"ground beef, hamburger",ground beef,Beef,,,,,
2009,3,Kansas,Food,Norovirus unknown,,Confirmed,,5,0,5,0,5,,,,,,,,
2009,2,Kansas,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2009,5,Kansas,Food,,,,Restaurant - Sit-down dining,6,0,6,0,6,,,,,,,,
2009,4,Minnesota,Food,Salmonella enterica,Cubana,Confirmed,Other,2,0,2,0,2,"sprouts, unspecified",,Sprouts,,,,,
2009,7,Georgia,Food,Norovirus Genogroup II,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0,4,0,4,,,,,,,,
2009,8,New York,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,12,2,12,0,12,"sandwich, corned beef",,Multiple,,,,,
2009,5,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2009,7,Georgia,Food,Campylobacter jejuni,,Confirmed,Caterer (food prepared off-site from where served),11,0,11,0,11,potato salad,,Multiple,,,,,
2009,8,Ohio,Food,,,,,2,0,2,0,2,,,,,,,,
2009,7,New Hampshire,Food,Norovirus Genogroup II,,Suspected,Camp,31,1,31,0,31,carrots,carrots,Root/Underground,,,,,
2009,6,Maryland,Food,,,,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2009,1,Georgia,Food,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,46,1,46,0,46,,,,,,,,
2009,3,California,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",6,0,6,0,6,,,,,,,,
2009,1,Idaho,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",9,0,9,0,9,"refried beans, unspecified",,Multiple,,,,,
2009,8,Minnesota,Food,Ciguatoxin,,Confirmed,Restaurant - Sit-down dining,3,0,3,0,3,"fish, baracuda",,Fish,,,,,
2009,8,Minnesota,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,6,1,6,0,6,beef,,Beef,,,,,
2009,8,Minnesota,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,1,3,0,3,"beef, unspecified",,Beef,,,,,
2009,8,New York,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Camp,2,1,2,0,2,beef,beef,Beef,,,,,
2009,7,Massachusetts,Food,Salmonella enterica,Newport,Confirmed,Restaurant - Sit-down dining,6,2,6,0,6,,,,,,,,
2009,8,Wisconsin,Food,Campylobacter jejuni,,Confirmed,,52,1,52,0,52,"milk, whole milk unpasteurized",,Dairy,,,,,
2009,8,Illinois,Food,Shigella sonnei,,Confirmed,Restaurant - Sit-down dining,14,3,14,0,14,,,,,,,,
2009,8,Illinois,Food,,,,Restaurant - Sit-down dining,9,0,9,0,9,,,,,,,,
2009,7,Tennessee,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,10,3,6,0,6,,,,,,,,
2009,2,Hawaii,Food,Norovirus Genogroup II,,Confirmed,,21,0,21,0,21,,,,,,,,
2009,7,Maryland,Food,,,,Restaurant - Sit-down dining,26,0,5,0,5,,,,,,,,
2009,5,Maryland,Food,,,,Restaurant - Sit-down dining,6,0,4,0,4,seafood pasta,mussels,Mollusks,,,,,
2009,6,Arizona,Food,,,,,40,0,0,0,0,,,,,,,,
2009,8,Hawaii,Food,Ciguatoxin,,Confirmed,,2,1,2,0,2,,,,,,,,
2009,9,Illinois,Food,Scombroid toxin,,Confirmed,Office/indoor workplace,3,0,3,0,3,"fish, mahi mahi","fish, mahi mahi",Fish,,,,,
2009,5,Washington,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,5,2,5,0,5,,,,,,,,
2009,6,Florida,Food,Clostridium perfringens,,Suspected,Restaurant - Sit-down dining,4,0,4,0,4,"sausage, pork",,Pork,,,,,
2009,1,Massachusetts,Food,,,,Banquet Facility (food prepared and served on-site),91,0,91,0,91,,,,,,,,
2009,7,Michigan,Food,Salmonella enterica,Newport,Confirmed,,4,2,4,1,4,,,,,,,,
2009,8,Michigan,Food,Salmonella enterica,Miami,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",9,3,9,0,9,"salad, unspecified",,Multiple,,,,,
2009,5,Michigan,Food,Salmonella enterica,Saintpaul,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",21,7,21,0,21,tomatoes,,Seeded Vegetables,,,,,
2009,8,Minnesota,Food,Norovirus,,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2009,3,Arizona,Food,,,,,2,0,2,0,2,,,,,,,,
2009,3,Arizona,Food,,,,,2,0,2,0,2,,,,,,,,
2009,3,Arizona,Food,Norovirus Genogroup II,,Confirmed,,9,0,0,0,0,,,,,,,,
2009,9,Minnesota,Food,Clostridium perfringens,,Suspected,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2009,1,Illinois,Food,Norovirus Genogroup II,,Confirmed,Other,303,0,35,0,35,,,,,,,,
2009,4,Arizona,Food,,,,,8,0,4,0,4,,,,,,,,
2009,7,Oregon,Food,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type; Other,12,0,12,0,12,,,,,,,,
2009,7,Oregon,Food,Salmonella enterica,Enteritidis,Confirmed,Camp,59,0,59,0,59,scrambled eggs,egg,Eggs,,,,,
2009,7,Oregon,Food,Norovirus Genogroup II,,Confirmed,Restaurant - other or unknown type; Private home/residence; Grocery store,8,0,8,0,8,,,,,,,,
2009,5,Florida,Food,Shigella sonnei,,Confirmed,Other,13,0,,0,,,,,,,,,
2009,9,Ohio,Food,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,6,0,6,0,6,,,,,,,,
2009,7,Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,19,2,19,0,19,lasagna,egg,Eggs,,,,,
2009,1,California,Food,Norovirus unknown,,Suspected,Restaurant - other or unknown type,5,0,5,0,5,"tacos; garlic, unspecified",,Multiple,,,,,
2009,3,California,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,10,0,10,0,10,,,,,,,,
2009,1,Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,11,1,11,0,11,"rice, fried rice; rice, fried rice",,Multiple,,,,,
2009,9,Illinois,Food,Salmonella enterica,Infantis,Confirmed,Restaurant - other or unknown type; Grocery store,17,6,17,0,17,barbacoa,,Multiple,,,,,
2009,4,Arizona,Food,Norovirus Genogroup II,,Confirmed,,9,0,4,0,4,,,,,,,,
2009,4,Arizona,Food,,,,,7,0,5,0,5,,,,,,,,
2009,5,Arizona,Food,Norovirus Genogroup II,,Confirmed,,23,0,1,0,1,,,,,,,,
2009,5,Arizona,Food,,,,,8,0,0,0,0,,,,,,,,
2009,9,Louisiana,Food,Salmonella enterica,Newport,Confirmed,,200,4,44,0,44,,,,,,,,
2009,6,Washington,Food,Scombroid toxin,,Confirmed,Private home/residence,3,0,3,0,3,"salmon, salted",,Fish,,,,,
2009,9,Washington,Food,,,,Restaurant - other or unknown type,5,0,5,0,5,"pizza, meat and vegetable",,Multiple,,,,,
2009,9,Connecticut,Food,Salmonella enterica; Salmonella enterica,Schwarzengrund; Typhimurium var Cope,Confirmed; Confirmed,Restaurant - other or unknown type,9,0,9,0,9,potato salad,,Multiple,,,,,
2009,8,Kansas,Food,Pesticides,,Confirmed,Restaurant - Sit-down dining,39,1,39,0,39,salsa,,Multiple,,,,,
2009,9,Kansas,Food,,,,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2009,8,Kansas,Food,,,,Restaurant - Sit-down dining,4,0,4,0,4,,,,,,,,
2009,8,Kansas,Food,Salmonella enterica,Newport,Confirmed,Restaurant - Sit-down dining,33,7,33,0,33,,,,,,,,
2009,6,Kansas,Food,Staphylococcus aureus,,Confirmed,Restaurant - Sit-down dining,17,0,17,0,17,cannelloni; chicken,chicken,Chicken,,,,,
2009,6,Kansas,Food,,,,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2009,1,Kansas,Food,,,,Restaurant - Sit-down dining,4,1,4,0,4,,,,,,,,
2009,5,Kansas,Food,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining,6,0,6,0,6,,,,,,,,
2009,1,Ohio,Food,Clostridium perfringens,,Confirmed,Private home/residence,8,,,0,8,taco meat,,Multiple,,,,,
2009,3,Ohio,Food,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,2,,,0,2,,,,,,,,
2009,5,Ohio,Food,,,,Restaurant - Sit-down dining,3,,,0,3,,,,,,,,
2009,3,Ohio,Food,,,,Unknown,2,,,0,2,,,,,,,,
2009,3,Ohio,Food,,,,,10,,,0,10,,,,,,,,
2009,7,Ohio,Food,,,,Caterer (food prepared off-site from where served),6,0,0,0,6,,,,,,,,
2009,8,Ohio,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,11,4,11,0,11,"ice cream, homemade",,Multiple,,,,,
2009,8,Ohio,Food,Salmonella enterica,Heidelberg,Suspected,Unknown,2,0,2,0,2,,,,,,,,
2009,5,Arizona,Food,,,,,5,1,5,0,5,,,,,,,,
2009,8,Michigan,Food,Salmonella enterica,Typhimurium,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",14,2,14,0,14,alfalfa sprouts,,Sprouts,,,,,
2009,9,Maryland,Food,Clostridium perfringens,,Confirmed,Caterer (food prepared off-site from where served),54,0,54,0,54,"stew/chili, other",,Multiple,,,,,
2009,9,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,,27,0,27,0,27,,,,,,,,
2009,5,California,Food,,,,,7,0,7,0,7,,,,,,,,
2009,9,Illinois,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,4,2,4,0,4,guacamole,,Multiple,,,,,
2009,10,Wisconsin,Food,,,,Private home/residence,16,0,,0,,,,,,,,,
2009,9,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,15,1,15,0,15,"pork, roasted",,Pork,,,,,
2009,9,Pennsylvania,Food,Norovirus,,Suspected,,9,1,9,0,9,,,,,,,,
2009,5,West Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,,21,9,21,2,21,"sausage, pork",,Pork,,,,,
2009,6,Pennsylvania,Food,Salmonella enterica,Typhimurium var Cope,Confirmed,,29,4,29,0,29,,,,,,,,
2009,6,Pennsylvania,Food,Campylobacter jejuni,,Confirmed,,2,0,2,0,2,,,,,,,,
2009,8,Hawaii,Food,Salmonella enterica,Hadar,Confirmed,,27,1,27,0,27,,,,,,,,
2009,8,Hawaii,Food,Salmonella enterica,Reading,Confirmed,,26,0,26,0,26,,,,,,,,
2009,9,Massachusetts,Food,,,,Restaurant - other or unknown type,8,0,8,0,8,"pork, other",,Pork,,,,,
2009,8,Maryland,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,27,6,27,0,27,potato salad,,Multiple,,,,,
2009,9,Ohio,Food,Norovirus Genogroup II,GII.12,Confirmed,Restaurant - other or unknown type,10,0,10,0,10,,,,,,,,
2009,10,Illinois,Food,Clostridium perfringens,,Suspected,Restaurant - Sit-down dining,19,,,0,19,,,,,,,,
2009,10,Michigan,Food,Clostridium perfringens,,Confirmed,School/college/university; Prison/jail,67,0,67,0,67,"soup, beef-based",,Multiple,,,,,
2009,6,Arizona,Food,,,,,40,0,1,0,1,,,,,,,,
2009,9,Tennessee,Food,Salmonella enterica,Newport,Confirmed,Restaurant - Sit-down dining,13,6,13,0,13,lettuce; roast beef,,Multiple,,,,,
2009,6,Tennessee,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,5,0,5,0,5,lasagna,,Multiple,,,,,
2009,9,Illinois,Food,,,,Caterer (food prepared off-site from where served),9,0,9,0,9,,,,,,,,
2009,10,Minnesota,Food,Norovirus,,Confirmed,Restaurant - other or unknown type,27,0,27,0,27,"sandwich, unspecified",,Multiple,,,,,
2009,8,New York,Food,Salmonella enterica,Kiambu,Confirmed,Unknown,10,6,10,0,10,,,,,,,,
2009,10,New York,Food,Norovirus,,Suspected,,13,0,13,0,13,fruit salad,,Multiple,,,,,
2009,10,Missouri,Food,,,,Religious facility,30,0,30,0,30,"turkey, roasted",,Turkey,,,,,
2009,9,Florida,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",10,0,10,0,10,"pizza, cheese",,Multiple,,,,,
2009,10,New York,Food,Norovirus,,Confirmed,Restaurant - Sit-down dining; Banquet Facility (food prepared and served on-site),23,0,23,0,23,"chicken, francaise; cocktails",,Multiple,,,,,
2009,3,California,Food,Norovirus Genogroup II,,Suspected,Restaurant - other or unknown type,9,0,8,0,8,tomatoes; salads,tomato; tomato,Seeded Vegetables,,,,,
2009,8,California,Food,,,,Restaurant - Sit-down dining,14,0,13,0,13,,,,,,,,
2009,7,California,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,2,0,2,,,,,,,,
2009,6,California,Food,Norovirus unknown,,Suspected,,2,1,2,0,2,,,,,,,,
2009,6,Oregon,Food,Salmonella enterica,Heidelberg,Confirmed,Private home/residence,2,0,2,0,2,,,,,,,,
2009,10,Illinois,Food,Salmonella enterica,Ohio,Confirmed,,7,1,7,0,7,,,,,,,,
2009,11,Minnesota,Food,Norovirus,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",5,0,5,0,5,,,,,,,,
2009,6,Arizona,Food,,,,,3,0,3,0,3,,,,,,,,
2009,10,South Carolina,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0,4,0,4,,,,,,,,
2009,9,Colorado,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2009,8,Colorado,Food,,,,Restaurant - Sit-down dining; Private home/residence,15,0,12,0,12,,,,,,,,
2009,8,Colorado,Food,Staphylococcus aureus,,Suspected,Restaurant - Sit-down dining,5,0,5,0,5,,,,,,,,
2009,8,Colorado,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",6,0,5,0,5,,,,,,,,
2009,5,Colorado,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,3,2,3,0,3,,,,,,,,
2009,8,Colorado,Food,Rotavirus,,Suspected,Caterer (food prepared off-site from where served); School/college/university,28,1,28,0,28,,,,,,,,
2009,6,Wisconsin,Food,Clostridium perfringens,,Confirmed,Restaurant - Sit-down dining,7,0,7,0,7,"soup, french onion",,Multiple,,,,,
2009,11,Ohio,Food,,,,Private home/residence; Religious facility,105,0,28,0,28,turkey; gravy,,Multiple,,,,,
2009,6,California,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2009,2,California,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,7,1,7,0,7,,,,,,,,
2009,2,California,Food,Norovirus unknown,,Suspected,Restaurant - other or unknown type,20,0,19,0,19,,,,,,,,
2009,8,California,Food,Salmonella enterica,Heidelberg,Confirmed,Other,16,0,16,0,16,"salmon, unspecified",,Fish,,,,,
2009,11,Ohio,Food,Norovirus Genogroup II,GII.12,Confirmed,,9,1,5,0,5,,,,,,,,
2009,6,California,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2009,9,California,Food,,,,Restaurant - Sit-down dining,15,0,15,0,15,green salad; ranch dressing,lettuce; sour cream,Multiple,,,,,
2009,9,Florida,Food,,,,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2009,3,Colorado,Food,Campylobacter jejuni,,Confirmed,Other,81,1,81,0,81,"milk, whole milk unpasteurized","milk, whole milk unpasteurized",Dairy,,,,,
2009,1,Colorado,Food,Norovirus Genogroup II,,Suspected,Banquet Facility (food prepared and served on-site),40,0,40,0,40,,,,,,,,
2009,7,Colorado,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,"ground beef, gravy, toast, egg dish",,Multiple,,,,,
2009,7,Colorado,Food,Norovirus,,Suspected,Camp,45,0,45,0,45,,,,,,,,
2009,10,Maine,Food,Norovirus Genogroup I,,Confirmed,,44,,,0,44,,,,,,,,
2009,11,Illinois,Food,Clostridium perfringens,,Confirmed,,8,0,8,0,8,,,,,,,,
2009,11,Ohio,Food,,,,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2009,2,Texas,Food,,,,Restaurant - Sit-down dining,11,1,11,0,11,,,,,,,,
2009,3,Texas,Food,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,3,1,3,0,3,,,,,,,,
2009,11,Minnesota,Food,Norovirus,,Confirmed,Restaurant - Sit-down dining,4,0,4,0,4,,,,,,,,
2009,7,Texas,Food,"Escherichia coli, Enterotoxigenic",unknown,Confirmed,Restaurant - Sit-down dining,58,0,45,0,58,guacamole,,Multiple,,,,,
2009,10,Arkansas,Food,,,,Prison/jail,160,0,160,0,160,,,,,,,,
2009,5,Oregon,Food,Norovirus Genogroup II,,Confirmed,School/college/university,51,1,18,0,51,,,,,,,,
2009,8,Pennsylvania,Food,Salmonella enterica,Typhimurium,Confirmed,Private home/residence,5,3,5,0,5,beef,,Beef,,,,,
2009,9,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,12,0,4,0,4,hollandaise sauce,egg,Eggs,,,,,
2009,10,North Dakota,Food,Clostridium perfringens,,Confirmed,Restaurant - other or unknown type,36,0,36,0,36,,,,,,,,
2009,11,Ohio,Food,,,,Restaurant - other or unknown type,2,0,2,0,2,,,,,,,,
2009,11,Louisiana,Food,Clostridium perfringens,,Suspected,,800,0,800,0,800,,,,,,,,
